NAMESPACE            NAME                                                 READY   STATUS                   RESTARTS       AGE     IP              NODE                         NOMINATED NODE   READINESS GATES
tigera-operator      tigera-operator-7fc95779c7-88qf4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-88xq5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-895d5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-897kb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-899jc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-89bqk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-89fdl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-89pdf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-89r2w                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-89vnl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8bc8c                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8bhwg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8bhxt                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8bpdx                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8bsn6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8bxzr                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8c2dg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8c5ng                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8c79n                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8cbb8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8cdhf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8cjjv                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8czrl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8d5m7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dc5x                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8df6w                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dhrh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dm2h                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dm7j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dsgl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dwvp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8dxpr                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8f2h6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8f46f                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-8f8kk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
